id,display_name,alternate_titles,country_code,description,homepage_url,image_url,image_thumbnail_url,grants_count,works_count,cited_by_count,summary_stats,ids,counts_by_year,roles,updated_date,created_date
https://openalex.org/F4320306085,U.S. Department of Health and Human Services,,US,department of the US federal government,http://www.hhs.gov,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/US-DeptOfHHS-Logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/US-DeptOfHHS-Logo.svg&width=300,5739,5802,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320307758,Eli Lilly and Company,,US,American pharmaceutical company,http://www.lilly.com,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Eli Lilly and Company.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Eli Lilly and Company.svg&width=300,580,5756,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320307813,Medtronic,,US,medical device company,http://www.medtronic.com/us-en/index.html,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Medtronic logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Medtronic logo.svg&width=300,357,5672,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320332360,Office of Energy Efficiency and Renewable Energy,,US,program office of the United States Department of Energy,http://energy.gov/eere/office-energy-efficiency-renewable-energy,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/NREL.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/NREL.jpg&width=300,3145,5460,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320337349,NIH Office of the Director,,US,NA,http://www.nih.gov/icd/od,NA,NA,6479,5392,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320337391,"Division of Civil, Mechanical and Manufacturing Innovation",,US,NA,http://www.nsf.gov/div/index.jsp?div=CMMI,NA,NA,5755,5348,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320307115,Bristol-Myers Squibb,,US,American pharmaceutical company,https://www.bms.com,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Bristol-Myers Squibb logo (2020).svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Bristol-Myers Squibb logo (2020).svg&width=300,589,5254,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320337353,National Institute of Nursing Research,,US,NA,https://www.ninr.nih.gov,NA,NA,5058,5064,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320307781,Sanofi,,US,"US company, subsidiary of Sanofi",http://www.sanofi.us/l/us/en/index.jsp,NA,NA,404,4982,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320309117,AbbVie,,US,pharmaceutical company,http://www.abbvie.com,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/AbbVie logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/AbbVie logo.svg&width=300,422,4921,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
